,iji,strain
297,1.1680999999999813,unselected
298,0.46699999999998454,unselected
299,5.672300000000007,unselected
300,0.46699999999998454,unselected
301,12.780599999999993,unselected
302,0.4670000000000414,unselected
303,7.074399999999969,unselected
304,0.5,unselected
305,0.768100000000004,unselected
306,0.6340000000000146,unselected
307,0.5,unselected
308,0.39999999999997726,unselected
309,14.648799999999994,unselected
310,0.7350000000000136,unselected
311,0.4329999999999927,unselected
312,1.4680999999999926,unselected
313,0.40100000000001046,unselected
314,1.0341000000000236,unselected
315,0.4339999999999691,unselected
316,2.769100000000037,unselected
317,0.5009999999999764,unselected
318,0.4341000000000008,unselected
319,4.0702,unselected
320,0.7010000000000218,unselected
321,11.34559999999999,unselected
322,0.6999999999999886,unselected
323,0.4340000000000259,unselected
324,0.4339999999999691,unselected
325,2.202200000000005,unselected
326,0.4340000000000259,unselected
327,0.867999999999995,unselected
328,0.4329999999999927,unselected
329,0.7341000000000122,unselected
330,0.46699999999998454,unselected
331,0.46800000000001774,unselected
332,1.601099999999974,unselected
333,2.0020999999999844,unselected
334,0.5010000000000332,unselected
335,0.5000999999999749,unselected
336,18.786900000000003,unselected
337,0.46699999999998454,unselected
338,0.5670000000000073,unselected
339,0.6011000000000308,unselected
340,0.4329999999999927,unselected
341,1.3351000000000113,unselected
342,0.46699999999998454,unselected
343,1.6021000000000072,unselected
344,0.4339999999999691,unselected
345,0.33300000000002683,unselected
346,0.46699999999998454,unselected
347,0.5339999999999918,unselected
348,0.4671000000000163,unselected
349,44.6472,unselected
350,95.1327,unselected
351,2.8701999999999543,unselected
352,16.68380000000002,unselected
353,0.4680000000000746,unselected
354,1.368099999999913,unselected
355,0.40000000000009095,unselected
356,0.7669999999999391,unselected
357,0.7010999999999967,unselected
358,0.4339999999999691,unselected
359,0.5339999999999918,unselected
360,0.5,unselected
361,0.4671000000000731,unselected
362,0.4009999999999536,unselected
363,0.46699999999998454,unselected
364,0.5339999999999918,unselected
365,0.5001000000000886,unselected
366,0.5670000000000073,unselected
367,0.5339999999999918,unselected
368,1.5020999999999276,unselected
369,0.66700000000003,unselected
370,0.4009999999999536,unselected
372,0.734,unselected
373,0.8680000000000003,unselected
374,0.8009999999999993,unselected
375,5.338000000000001,unselected
376,32.6659,unselected
377,28.4949,unselected
378,5.840000000000003,unselected
379,0.4329999999999927,unselected
380,55.48880000000001,unselected
381,0.9339999999999975,unselected
382,2.8700000000000045,unselected
383,0.6339999999999861,unselected
384,0.7009999999999934,unselected
385,1.0010000000000048,unselected
386,1.3340000000000032,unselected
387,0.9350000000000023,unselected
388,0.9000000000000057,unselected
389,1.5019999999999811,unselected
392,81.94909999999999,unselected
393,27.19399999999996,unselected
394,19.418999999999983,unselected
396,0.40099999999999625,unselected
397,95.82910000000001,unselected
398,388.28829999999994,unselected
399,13.314000000000078,unselected
400,2.134999999999991,unselected
401,0.9339999999999691,unselected
402,5.80600000000004,unselected
403,14.947999999999979,unselected
405,0.6009999999999991,unselected
406,28.661799999999985,unselected
407,3.8029999999999973,unselected
408,121.82140000000001,unselected
409,0.6009999999999991,unselected
410,18.8519,unselected
411,0.46699999999998454,unselected
412,103.5695,unselected
413,3.603999999999985,unselected
414,131.59730000000002,unselected
415,0.5339999999999918,unselected
416,22.021900000000073,unselected
417,1.5679999999999836,unselected
418,0.8349999999999227,unselected
419,12.544899999999984,unselected
420,2.40300000000002,unselected
421,0.43400000000008276,unselected
422,0.5670000000000073,unselected
423,0.7339999999999236,unselected
425,82.486,unselected
426,14.84869999999998,unselected
427,0.768100000000004,unselected
428,108.94730000000001,unselected
429,0.700999999999965,unselected
430,45.08020000000005,unselected
431,0.46709999999995944,unselected
432,1.1350000000000477,unselected
434,7.308199999999999,unselected
435,0.43400000000000105,unselected
436,4.3042,unselected
437,25.8929,unselected
438,10.945299999999996,unselected
439,3.9702000000000055,unselected
440,0.46699999999999875,unselected
441,0.9349999999999952,unselected
442,0.8010000000000019,unselected
443,1.0341000000000022,unselected
444,0.7340000000000018,unselected
445,0.9009999999999962,unselected
446,0.8340999999999994,unselected
447,1.1340000000000003,unselected
448,1.2680000000000007,unselected
449,2.403099999999995,unselected
450,7.9742999999999995,unselected
451,3.3711000000000126,unselected
452,0.6999999999999886,unselected
453,1.6351000000000084,unselected
454,1.0349999999999966,unselected
455,2.869100000000003,unselected
456,6.9742999999999995,unselected
457,1.634999999999991,unselected
458,0.534000000000006,unselected
459,1.0340999999999951,unselected
460,17.75160000000001,unselected
461,5.372099999999989,unselected
462,9.476400000000012,unselected
463,3.0370999999999952,unselected
464,0.9340000000000117,unselected
465,1.4350999999999772,unselected
466,4.771100000000018,unselected
467,1.3350999999999829,unselected
468,3.7701000000000136,unselected
469,1.367999999999995,unselected
470,0.4341000000000008,unselected
471,1.835000000000008,unselected
472,13.914500000000004,unselected
473,0.5339999999999918,unselected
474,0.8340000000000032,unselected
475,0.9341000000000008,unselected
476,5.639199999999988,unselected
477,49.71860000000001,unselected
478,0.7670999999999992,unselected
480,4.004100000000001,unselected
482,197.8893,unselected
483,0.700000000000017,unselected
484,127.38939999999997,unselected
485,69.733,unselected
486,0.5,unselected
487,52.51770000000005,unselected
488,24.355899999999963,unselected
489,25.390899999999988,unselected
490,38.53730000000007,unselected
492,42.17520000000002,unselected
493,10.277100000000019,unselected
494,62.93029999999999,unselected
495,75.54239999999999,unselected
496,1.8351000000000113,unselected
497,16.516999999999996,unselected
498,31.43119999999999,unselected
499,0.4339999999999691,unselected
500,0.6009999999999991,unselected
501,22.522199999999998,unselected
503,58.7218,unselected
504,49.4132,unselected
505,17.016099999999994,unselected
506,0.568000000000012,unselected
507,0.7668999999999926,unselected
508,0.5670000000000073,unselected
509,50.34819999999999,unselected
510,0.46699999999998454,unselected
511,46.310400000000016,unselected
512,22.821799999999968,unselected
513,3.769800000000032,unselected
514,1.401900000000012,unselected
515,0.5670000000000073,unselected
516,70.767,unselected
517,27.125499999999988,unselected
518,158.54930000000002,unselected
519,17.182999999999993,unselected
520,2.835900000000038,unselected
521,13.112199999999916,unselected
522,0.4010000000000673,unselected
523,0.5,unselected
524,0.5339999999999918,unselected
525,0.633899999999926,unselected
526,4.170800000000099,unselected
528,7.841099999999997,unselected
529,0.5670000000000002,unselected
530,0.3340000000000032,unselected
531,0.5670000000000002,unselected
532,0.40099999999999625,unselected
533,97.33070000000001,unselected
534,0.5339999999999918,unselected
535,6.240100000000012,unselected
536,41.70829999999998,unselected
537,0.5340000000000202,unselected
538,0.46699999999998454,unselected
539,0.5010000000000048,unselected
540,0.5999999999999943,unselected
541,0.4339999999999975,unselected
542,0.5340000000000202,unselected
543,0.46699999999998454,unselected
544,0.5010000000000048,unselected
545,0.532999999999987,unselected
546,0.46800000000001774,unselected
547,0.532999999999987,unselected
548,0.6009999999999991,unselected
549,0.5340000000000202,unselected
550,1.7019999999999982,unselected
551,13.780100000000004,unselected
552,0.39999999999997726,unselected
553,0.46800000000001774,unselected
554,0.532999999999987,unselected
555,0.46800000000001774,unselected
556,0.5330999999999904,unselected
557,0.6009999999999991,unselected
558,1.2349999999999852,unselected
559,0.3329999999999984,unselected
560,0.5010000000000048,unselected
561,0.46700000000001296,unselected
562,0.6339999999999861,unselected
563,0.5670000000000073,unselected
564,1.7019999999999982,unselected
565,0.5999999999999943,unselected
566,0.4339999999999975,unselected
567,0.5670000000000073,unselected
568,0.7350000000000136,unselected
569,18.51819999999998,unselected
570,0.5010000000000048,unselected
571,0.5670000000000073,unselected
572,0.5,unselected
573,0.5339999999999918,unselected
574,0.5010000000000332,unselected
575,0.5329999999999586,unselected
576,0.5010000000000332,unselected
577,0.5670000000000073,unselected
578,0.6009999999999991,unselected
579,0.5,unselected
580,0.5009999999999764,unselected
581,0.5,unselected
582,13.5471,unselected
583,0.4340000000000259,unselected
584,0.5,unselected
585,0.5009999999999764,unselected
586,0.7010000000000218,unselected
587,0.46699999999998454,unselected
588,0.5670000000000073,unselected
589,0.5339999999999918,unselected
590,0.5670000000000073,unselected
591,5.6721,unselected
592,140.47499999999997,unselected
593,4.004099999999994,unselected
594,0.4670000000000414,unselected
595,0.4679999999999609,unselected
596,20.487099999999998,unselected
597,0.5,unselected
598,2.2690000000000055,unselected
599,0.5011000000000081,unselected
600,0.7340000000000373,unselected
601,0.5339999999999918,unselected
602,4.5709999999999695,unselected
603,0.4340000000000259,unselected
604,1.0009999999999764,unselected
605,0.30000000000001137,unselected
606,0.46699999999998454,unselected
607,0.9340000000000259,unselected
608,41.842299999999966,unselected
609,8.675099999999986,unselected
610,1.134999999999991,unselected
611,2.23599999999999,unselected
612,0.40000000000009095,unselected
614,5.738999999999997,tame mouse
615,136.9022,tame mouse
616,100.13340000000002,tame mouse
617,49.448699999999974,tame mouse
621,0.40100000000001046,tame mouse
622,0.5,tame mouse
623,7.407800000000009,tame mouse
625,19.285800000000002,tame mouse
626,1.634999999999998,tame mouse
627,7.140900000000002,tame mouse
628,59.692299999999996,tame mouse
629,22.822800000000015,tame mouse
630,0.46699999999998454,tame mouse
631,0.5339999999999918,tame mouse
632,0.6000000000000227,tame mouse
633,26.459699999999998,tame mouse
634,0.7009999999999934,tame mouse
635,20.853700000000003,tame mouse
636,0.9339999999999975,tame mouse
637,0.3669999999999902,tame mouse
638,0.7009999999999934,tame mouse
639,0.46700000000001296,tame mouse
640,1.134999999999991,tame mouse
641,0.5670000000000073,tame mouse
642,0.5999999999999943,tame mouse
643,0.6009999999999991,tame mouse
644,19.519800000000004,tame mouse
645,30.663600000000002,tame mouse
646,0.6340000000000146,tame mouse
647,0.6670000000000016,tame mouse
648,23.389800000000008,tame mouse
649,0.6338999999999828,tame mouse
650,0.39999999999997726,tame mouse
651,0.9350000000000023,tame mouse
652,0.5330000000000155,tame mouse
653,0.5009999999999764,tame mouse
654,12.545900000000017,tame mouse
655,0.5339999999999918,tame mouse
656,0.4670000000000414,tame mouse
657,0.700999999999965,tame mouse
658,0.66700000000003,tame mouse
659,0.7339000000000055,tame mouse
660,0.6009999999999991,tame mouse
661,0.7669999999999959,tame mouse
662,0.700999999999965,tame mouse
663,97.86290000000002,tame mouse
664,2.468999999999994,tame mouse
665,1.6689999999999827,tame mouse
666,1.600999999999999,tame mouse
667,0.8340000000000032,tame mouse
668,0.40100000000001046,tame mouse
669,15.281799999999976,tame mouse
670,0.5,tame mouse
671,0.5010000000000332,tame mouse
672,0.5,tame mouse
673,0.40100000000001046,tame mouse
674,0.5999999999999659,tame mouse
675,0.36700000000001864,tame mouse
676,0.4339999999999691,tame mouse
677,1.9349000000000274,tame mouse
678,0.36700000000001864,tame mouse
679,0.4009999999999536,tame mouse
680,0.5340000000000487,tame mouse
681,0.4329999999999927,tame mouse
682,22.055799999999977,tame mouse
683,1.9680000000000177,tame mouse
684,19.35269999999997,tame mouse
685,0.5670000000000073,tame mouse
686,0.5010000000000332,tame mouse
687,1.467999999999961,tame mouse
688,0.5339999999999918,tame mouse
689,0.5340000000000487,tame mouse
690,2.3689999999999714,tame mouse
691,1.8349999999999795,tame mouse
692,0.6010000000000559,tame mouse
693,14.546799999999962,tame mouse
694,2.4360000000000355,tame mouse
695,0.5339999999999918,tame mouse
696,0.5339999999999918,tame mouse
697,0.30000000000001137,tame mouse
698,0.4668999999999528,tame mouse
699,0.4340000000000259,tame mouse
700,0.36700000000001864,tame mouse
701,0.3669999999999618,tame mouse
702,2.670000000000016,tame mouse
703,1.367999999999995,tame mouse
704,3.4360000000000355,tame mouse
705,3.970899999999972,tame mouse
706,0.66700000000003,tame mouse
707,11.64489999999995,tame mouse
708,1.5020000000000095,tame mouse
709,1.8349000000000046,tame mouse
710,0.7010000000000218,tame mouse
711,1.0339999999999918,tame mouse
712,0.6009999999999991,tame mouse
713,2.1680000000000064,tame mouse
714,1.6019999999999754,tame mouse
715,0.5670000000000073,tame mouse
716,0.9679999999999609,tame mouse
717,0.3669000000001006,tame mouse
718,0.7339999999999236,tame mouse
719,0.4339999999999691,tame mouse
720,0.5,tame mouse
721,1.3680000000000518,tame mouse
722,2.73599999999999,tame mouse
723,2.036000000000058,tame mouse
724,0.4339999999999691,tame mouse
725,0.5,tame mouse
726,3.1368999999999687,tame mouse
727,0.5670000000000073,tame mouse
728,1.0339999999999918,tame mouse
729,1.5020000000000664,tame mouse
730,0.5329999999999018,tame mouse
731,1.5020000000000664,tame mouse
732,1.2678999999999405,tame mouse
733,0.3670000000000755,tame mouse
734,0.5,tame mouse
735,0.6009999999999991,tame mouse
736,0.9009999999999536,tame mouse
737,0.46699999999998454,tame mouse
738,1.3350000000000364,tame mouse
739,1.268000000000029,tame mouse
740,0.3669999999999618,tame mouse
741,0.8339999999999463,tame mouse
742,15.982799999999997,tame mouse
743,1.2670000000000528,tame mouse
744,1.9360000000000355,tame mouse
745,0.3669999999999618,tame mouse
746,2.2019000000000233,tame mouse
747,0.66700000000003,tame mouse
748,0.4009999999999536,tame mouse
749,0.9669999999999845,tame mouse
750,0.8010000000000446,tame mouse
752,16.1169,tame mouse
753,1.2020000000000017,tame mouse
754,6.906399999999998,tame mouse
755,2.737099999999998,tame mouse
756,0.5,tame mouse
757,13.814800000000005,tame mouse
758,2.436099999999996,tame mouse
759,0.36700000000000443,tame mouse
760,1.1340999999999966,tame mouse
761,0.7340000000000018,tame mouse
762,1.1351000000000013,tame mouse
763,0.5,tame mouse
764,76.98089999999999,tame mouse
765,3.337200000000024,tame mouse
766,20.35409999999999,tame mouse
767,1.068000000000012,tame mouse
768,0.46699999999998454,tame mouse
769,0.5011000000000081,tame mouse
770,0.7669999999999959,tame mouse
771,0.568000000000012,tame mouse
772,20.554099999999977,tame mouse
773,3.60420000000002,tame mouse
774,0.5669999999999789,tame mouse
775,0.36700000000001864,tame mouse
776,14.381799999999998,tame mouse
777,0.3669999999999902,tame mouse
778,0.5010000000000048,tame mouse
779,0.4339999999999975,tame mouse
780,0.6340999999999894,tame mouse
781,0.5,tame mouse
782,0.5670000000000073,tame mouse
783,0.46700000000001296,tame mouse
784,0.568099999999987,tame mouse
785,0.6340000000000146,tame mouse
786,0.5669999999999789,tame mouse
787,0.5671000000000106,tame mouse
788,0.5670000000000073,tame mouse
789,23.42519999999999,tame mouse
790,0.5,tame mouse
791,2.136099999999999,tame mouse
792,0.6341000000000179,tame mouse
793,1.2009999999999934,tame mouse
794,0.5,tame mouse
795,1.869100000000003,tame mouse
796,0.5670999999999822,tame mouse
797,0.5010000000000048,tame mouse
798,38.53999999999999,tame mouse
799,1.4021000000000186,tame mouse
800,0.5330000000000155,tame mouse
801,0.367999999999995,tame mouse
802,2.268100000000004,tame mouse
803,1.0680999999999585,tame mouse
804,0.4340000000000259,tame mouse
805,0.6009999999999991,tame mouse
806,0.7001000000000204,tame mouse
807,47.08339999999998,tame mouse
808,10.944500000000005,tame mouse
809,0.4671000000000163,tame mouse
810,1.0339999999999918,tame mouse
811,0.4339999999999691,tame mouse
812,0.4671000000000163,tame mouse
813,4.438199999999995,tame mouse
814,0.40100000000001046,tame mouse
815,1.6340999999999894,tame mouse
816,0.4340000000000259,tame mouse
817,0.601099999999974,tame mouse
818,0.4340000000000259,tame mouse
819,2.202099999999973,tame mouse
820,0.9340000000000259,tame mouse
821,12.246699999999976,tame mouse
822,35.9708,tame mouse
823,0.4340000000000259,tame mouse
824,0.5670999999999822,tame mouse
825,0.5670000000000073,tame mouse
826,0.6009999999999991,tame mouse
827,1.86809999999997,tame mouse
828,0.5341000000000236,tame mouse
829,0.6009999999999991,tame mouse
830,0.5670000000000073,tame mouse
831,72.77679999999998,tame mouse
832,3.2701000000000136,tame mouse
833,14.414800000000014,tame mouse
834,22.390100000000018,tame mouse
835,1.3351000000000113,tame mouse
836,0.4339999999999691,tame mouse
837,0.5670000000000073,tame mouse
838,0.5000999999999749,tame mouse
839,0.6009999999999991,tame mouse
840,0.5339999999999918,tame mouse
841,0.6340999999999894,tame mouse
842,0.5339999999999918,tame mouse
843,0.5670000000000073,tame mouse
844,0.8341000000000349,tame mouse
845,2.569099999999935,tame mouse
846,0.3670000000000755,tame mouse
847,0.5339999999999918,tame mouse
848,0.7010999999999967,tame mouse
849,5.339200000000005,tame mouse
850,0.5670999999999822,tame mouse
851,0.39999999999997726,tame mouse
852,0.6680000000000064,tame mouse
853,0.3669999999999618,tame mouse
854,0.4331000000000813,tame mouse
855,6.3402999999999565,tame mouse
856,0.39999999999997726,tame mouse
857,0.768100000000004,tame mouse
858,0.6000000000000227,tame mouse
859,0.7680000000000291,tame mouse
860,0.6340999999999894,tame mouse
861,0.6000000000000227,tame mouse
863,1.8349999999999973,tame mouse
864,4.237900000000003,tame mouse
865,0.5669999999999966,tame mouse
866,1.9360000000000035,tame mouse
867,0.3999999999999986,tame mouse
868,0.5670000000000002,tame mouse
869,1.402000000000001,tame mouse
870,0.46699999999999875,tame mouse
871,16.849899999999998,tame mouse
872,0.7010000000000005,tame mouse
873,0.5670000000000002,tame mouse
874,0.4339999999999975,tame mouse
875,0.7340000000000018,tame mouse
876,0.5670000000000002,tame mouse
877,0.3999999999999986,tame mouse
878,0.534000000000006,tame mouse
879,0.5670000000000002,tame mouse
880,0.40099999999999625,tame mouse
881,70.6696,tame mouse
882,0.40099999999998204,tame mouse
883,0.4000000000000057,tame mouse
884,0.3340000000000032,tame mouse
885,5.572000000000003,tame mouse
886,2.169000000000011,tame mouse
887,0.39999999999997726,tame mouse
888,0.6340000000000146,tame mouse
889,21.621800000000007,tame mouse
890,31.06389999999999,tame mouse
891,0.6339999999999861,tame mouse
892,112.87930000000003,tame mouse
893,4.637999999999977,tame mouse
894,76.57560000000001,tame mouse
895,27.560900000000004,tame mouse
896,9.542899999999975,tame mouse
897,1.968999999999994,tame mouse
898,0.5670000000000073,tame mouse
899,2.035000000000025,tame mouse
900,3.5369999999999777,tame mouse
901,0.5680000000000405,tame mouse
902,0.39999999999997726,tame mouse
903,4.070899999999995,tame mouse
904,0.4329999999999927,tame mouse
905,44.61180000000002,tame mouse
906,17.08389999999997,tame mouse
907,3.737000000000023,tame mouse
908,0.5,tame mouse
909,14.881899999999973,tame mouse
910,0.6340000000000146,tame mouse
911,0.39999999999997726,tame mouse
912,1.3680000000000518,tame mouse
913,0.8339999999999463,tame mouse
914,0.3670000000000755,tame mouse
915,0.4009999999999536,tame mouse
916,0.3669999999999618,tame mouse
917,0.3670000000000755,tame mouse
918,0.39999999999997726,tame mouse
919,0.3669999999999618,tame mouse
920,0.3670000000000755,tame mouse
921,0.46699999999998454,tame mouse
922,0.4009999999999536,tame mouse
923,0.4329999999999927,tame mouse
924,0.6009999999999991,tame mouse
925,0.3670000000000755,tame mouse
926,0.46689999999989595,tame mouse
927,20.787900000000036,tame mouse
928,0.8000000000000682,tame mouse
929,0.36799999999993815,tame mouse
930,0.33299999999997,tame mouse
931,0.3670000000000755,tame mouse
932,0.5009999999999764,tame mouse
933,0.3669999999999618,tame mouse
934,1.802000000000021,tame mouse
935,0.6000000000000227,tame mouse
936,0.3669999999999618,tame mouse
937,3.07000000000005,tame mouse
938,12.178899999999999,tame mouse
939,0.39999999999997726,tame mouse
940,0.33399999999994634,tame mouse
941,0.5670000000000073,tame mouse
943,0.36699999999999733,tame mouse
944,24.0582,tame mouse
945,40.542899999999996,tame mouse
946,0.5670000000000073,tame mouse
947,97.5687,tame mouse
948,0.3669999999999902,tame mouse
949,2.336100000000016,tame mouse
950,0.4339999999999975,tame mouse
951,0.39999999999997726,tame mouse
952,327.8767,tame mouse
953,13.747600000000034,tame mouse
954,2.536100000000033,tame mouse
955,10.477499999999964,tame mouse
956,0.33399999999994634,tame mouse
957,17.31790000000001,tame mouse
958,3.8712000000000444,tame mouse
960,14.4557,tame mouse
961,2.8979,tame mouse
