,cluster,duration,Principal frequency [kHz],Slope [kHz/s],Frequency standard deviation [kHz]
288,3,0.003218749999973625,53.79961395481842,3874.7323873537516,7.176556178271137
289,5,0.03311718750001092,50.193723413008684,-674.9508664379165,8.410184503237598
290,2,0.01154296875000682,48.30724955086757,-40.186958728763926,0.5820358059820736
291,2,0.015046874999995909,63.80792660579503,231.927498561838,1.780493069108212
292,2,0.007089843750009095,59.890375482030656,350.68295622884233,1.7583428242492734
293,3,0.0043203124999990905,67.04493114493468,-1506.2191742392351,2.4882597978415166
294,2,0.006906249999929059,57.45928490074881,-2369.4062914329143,6.648880113823598
295,2,0.004921874999922693,62.580106288828745,-2223.366798685945,3.955857452751221
296,2,0.006503906250031832,54.43051941330369,-610.1261834171182,7.119417273803714
297,2,0.00874999999996362,52.5859777842853,-2160.4148042195598,6.726582583414363
298,5,0.01167187499999045,15.46700183634166,600.845237763781,2.3870426500892163
299,2,0.035343750000009784,16.863575182668896,73.24750620235565,2.0236472719161718
300,5,0.005624999999980672,19.59993881179432,-392.83887468030616,3.2364139780713415
301,2,0.013906249999990905,46.387731016351935,-778.589271202452,5.768713043210473
302,2,0.01742968749999818,60.96801035954402,-253.1995566322874,2.155757045229742
303,2,0.012937499999992495,60.86064728446629,-629.8934679097108,3.7783584317218137
304,2,0.005710937499998181,51.0631146924249,-3068.8681387100555,17.232821656061258
305,0,0.014882812500019328,23.37851047515869,1261.4681229362461,9.585944010927935
306,2,0.03874999999999318,10.922181301807944,-68.66245199328935,2.213075118308316
307,2,0.01165234375000068,57.401771231542654,431.0536075737197,2.478232000333545
308,2,0.007648437499994999,52.32527609931098,-1333.9846930467352,17.027975465985655
309,2,0.017480468750022737,37.17313986884223,86.696397345405,1.9993813208132405
310,2,0.006015625000003411,67.28457333964687,-1198.05309060441,2.4573182571136205
311,4,0.01870312500000182,26.537240581916123,-1972.3107735075646,12.833528953445766
312,2,0.008718750000014097,98.38213692941973,-2089.9866732387704,6.841762887427525
313,2,0.01722656250001364,12.475999400976065,-144.21616068944064,1.5412047758704968
314,2,0.0061445312500154605,104.57631513807509,-1892.6797108615265,8.670328896564603
315,3,0.0038281249999840843,43.795599281365135,-4604.467602643892,7.212595101081737
316,2,0.007968749999974989,51.48867479212144,-341.49805427494755,2.0343350341430653
317,2,0.01203125000000682,60.72450372019122,-1597.6176013993604,5.539678086193029
318,2,0.028874999999970893,10.587485326074919,-398.5757645705735,8.233499810482169
319,2,0.009624999999971351,51.29625961997292,-3774.9134877661513,11.56786826832224
320,2,0.01029296875003638,62.6520153925969,-1447.4721323817498,8.184858489194408
321,2,0.038390624999976815,9.12574942656016,-16.018552737838913,0.916302992558164
322,5,0.011500000000012278,23.282146047664337,-507.1613347719268,2.3165431887361527
323,2,0.015046874999995909,44.68314888532772,-126.44006186430802,1.301321133504893
324,2,0.012062500000013188,39.62629827519053,-197.39166407059972,2.247602480171916
325,2,0.02418749999998226,63.6620942345981,-901.2418761255972,9.333483714236118
326,2,0.008898437500022283,49.84950888334815,-2186.496471940007,6.627215441514332
327,2,0.0071093749999704406,57.0451778789143,2.0021379691511188e-14,2.3618393177564703
328,2,0.00749218750002001,67.42408086957721,-2886.9001316760905,8.061996142287216
329,2,0.010398437499986812,51.83196721311478,-1862.223966781496,8.171763207886599
330,2,0.03499999999996817,19.587612748912136,-930.8897311517693,18.687670360778295
331,2,0.03374609374998272,19.7329540302838,-717.6532853026257,6.66704631568334
332,3,0.0019843750000063665,55.76068496704102,-1814.173228346463,5.805170109479997
333,2,0.008550781249994088,48.58993303654865,-1006.8319599897087,3.3980497924134445
334,2,0.012656250000020464,49.5054867134793,251.96556848581002,4.781202988623316
335,2,0.0061171875000241025,65.24092823573521,575.1093165361109,1.5630453442876566
336,2,0.01024218749995498,30.115620647990948,-2184.8402853051784,7.862990100268347
337,2,0.021460937499966803,49.82466574774848,-546.1851383014797,5.337867300046866
338,2,0.006015624999918146,46.868688261354116,-243.0739054115683,5.021525599415925
339,2,0.004730468750040018,63.56616645023741,-566.6505570557806,2.182237715743092
340,2,0.011988281249955436,42.95580024719239,-1635.5365976480357,7.620847467902258
341,2,0.014437500000099137,64.77824313233236,-1147.6885075544494,7.046168096808707
342,2,0.005714843750070031,62.98412740798224,-296.59204049975517,1.5511381583978103
343,2,0.01271875000009004,93.25840426451408,-619.0075960043679,3.3032759553459843
344,3,0.002499999999940883,65.56601394772484,-56.699889258031035,3.1220356410646377
345,2,0.009570312500045476,52.84654162442268,-3034.507080221364,9.778512369099783
346,2,0.011070312500010004,39.7682319987904,-3525.464545648031,14.105196289318295
347,3,0.0022460937500454747,50.57624022561212,-1333.4589847933212,4.3814909947752785
348,2,0.0076562499999681686,57.83991985456318,-1855.6202055290198,5.14522508173334
349,2,0.011089843749914507,61.382173992338636,-45.881195650048284,3.5758807065867213
350,2,0.016874999999913598,66.2593835155416,-476.5946169772255,5.4673002511304905
351,2,0.015234374999977263,71.17712769886016,279.59482097286786,4.020909342730655
352,2,0.005765624999980901,58.406305509625064,-836.8275257031944,2.2617025531521167
353,2,0.018847656250045475,63.45218623053167,-342.01925798491675,2.3592324733141825
354,2,0.02542968750003638,62.91475899844246,-80.59439935391472,3.136736304568704
355,2,0.005671875000075488,69.16647695322506,-2872.9030289377556,5.667692930382816
356,3,0.003124999999954525,64.86661819458008,2047.999999999998,2.6619691959149336
357,2,0.034042968749986365,33.911174232380965,-1868.3818223811481,25.41213804649929
358,2,0.014871093750002728,35.7283531242693,695.5753778505133,8.205347938807211
359,4,0.0068281249999984075,53.967152336411246,-5950.085646880754,16.098383894521966
