cluster,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
event,Break,Dorsal,Dorsal gentle touch,Intro,No contact play,Outro,Break,Dorsal,Dorsal gentle touch,Intro,No contact play,Outro,Break,Dorsal,Dorsal gentle touch,Intro,No contact play,Outro,Break,Dorsal,Dorsal gentle touch,Intro,No contact play,Outro
0,100,90.90909091,100,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,66.66666667,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,100,75,75,0,0,100,0,12.5,0,0,0,0,0,0,25,0,100,0,0,0,0,0,0,0
5,100,50,0,100,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
6,50,0,0,100,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,100,100,50,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,33.33333333,50,14.28571429,33.33333333,0,37.5,33.33333333,0,28.57142857,33.33333333,0,25,33.33333333,0,28.57142857,0,0,37.5,0,37.5,28.57142857,33.33333333,0
11,70.73170732,0,66.66666667,12.5,33.33333333,0,14.63414634,33.33333333,0,12.5,22.22222222,0,0,0,33.33333333,25,11.11111111,0,14.63414634,0,0,25,22.22222222,100
12,44,100,85.71428571,100,50,100,28,0,14.28571429,0,50,0,0,0,0,0,0,0,28,0,0,0,0,0
13,27.43362832,16.66666667,30.76923077,20,17.30769231,50,15.92920354,25,7.692307692,15,11.53846154,0,0.884955752,8.333333333,0,65,3.846153846,0,53.98230088,50,53.84615385,0,67.30769231,50
14,50,50,66.66666667,100,57.14285714,88.88888889,18.75,33.33333333,0,0,28.57142857,11.11111111,18.75,16.66666667,0,0,14.28571429,0,6.25,0,33.33333333,0,0,0
15,15.06849315,50,50,5.405405405,13.33333333,38.46153846,30.1369863,20,50,27.02702703,20,30.76923077,38.35616438,30,0,48.64864865,33.33333333,23.07692308,8.219178082,0,0,8.108108108,26.66666667,7.692307692
16,0,100,100,0,0,0,31.25,0,0,0,0,0,6.25,0,0,0,0,0,62.5,0,0,0,0,0
17,0,66.66666667,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,85.71428571,80,50,0,0,75,0,20,50,0,0,25,0,0,0,0,0,0,14.28571429,0,0,0,0,0
19,100,50,0,0,100,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,100,75,100,50,0,100,0,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,33.33333333,66.66666667,100,0,100,100,0,33.33333333,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0
23,0,66.66666667,60,0,100,0,0,33.33333333,20,0,0,0,100,0,20,0,0,0,0,0,0,0,0,0
24,50,88.46153846,100,100,50,0,25,11.53846154,0,0,0,0,0,0,0,0,0,0,25,0,0,0,50,0
25,100,76.92307692,100,0,0,71.42857143,0,23.07692308,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0
26,33.33333333,100,0,0,0,0,66.66666667,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
27,100,50,100,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,100,73.33333333,50,0,0,0,0,26.66666667,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,83.33333333,0,0,100,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,100,50,100,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
31,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
32,50,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,100,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
35,0,100,100,0,0,50,0,0,0,0,0,50,50,0,0,0,0,0,50,0,0,0,0,0
36,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,50,100,0,100,0,100,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
38,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,88.0952381,84.61538462,77.77777778,100,92.30769231,91.66666667,9.523809524,15.38461538,22.22222222,0,7.692307692,8.333333333,0,0,0,0,0,0,2.380952381,0,0,0,0,0
40,69.81132075,75,93.75,100,66.66666667,86.66666667,26.41509434,25,6.25,0,33.33333333,13.33333333,0,0,0,0,0,0,3.773584906,0,0,0,0,0
41,79.16666667,60,100,100,0,75,20.83333333,40,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0
42,90,50,0,0,100,80,10,50,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
43,76.92307692,0,50,0,0,83.33333333,15.38461538,0,25,0,0,16.66666667,0,0,0,0,0,0,7.692307692,0,0,100,0,0
44,77.27272727,100,71.42857143,0,100,85.71428571,4.545454545,0,14.28571429,0,0,14.28571429,0,0,14.28571429,0,0,0,13.63636364,0,0,0,0,0
45,70,0,0,0,100,71.42857143,10,0,0,0,0,28.57142857,10,0,0,0,0,0,0,0,0,0,0,0
46,80,0,0,0,87.5,88.88888889,20,0,100,0,12.5,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0
47,77.77777778,100,0,0,100,0,11.11111111,0,0,0,0,0,0,0,0,100,0,0,11.11111111,0,0,0,0,0
48,83.33333333,0,0,100,75,100,0,100,0,0,25,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0
