cluster,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
event,Break,Dorsal,Dorsal gentle touch,Intro,No contact play,Outro,Break,Dorsal,Dorsal gentle touch,Intro,No contact play,Outro,Break,Dorsal,Dorsal gentle touch,Intro,No contact play,Outro,Break,Dorsal,Dorsal gentle touch,Intro,No contact play,Outro
49,90.24390244,80.95238095,100,75,80,71.42857143,9.756097561,19.04761905,0,25,20,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0
50,84.61538462,100,87.5,0,50,0,15.38461538,0,12.5,100,33.33333333,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0
51,82.85714286,100,75,100,100,75,14.28571429,0,25,0,0,25,0,0,0,0,0,0,2.857142857,0,0,0,0,0
52,92.59259259,0,0,0,80,0,3.703703704,0,0,0,20,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0
53,83.33333333,0,0,0,0,100,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,81.81818182,100,0,100,0,100,18.18181818,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
55,85.71428571,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,84.61538462,75,0,100,100,66.66666667,7.692307692,0,0,0,0,33.33333333,0,25,0,0,0,0,7.692307692,0,0,0,0,0
57,50,100,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,100,0,0
58,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,93.75,100,100,87.5,86.66666667,100,5,0,0,0,13.33333333,0,0,0,0,0,0,0,1.25,0,0,0,0,0
60,87.73584906,90,86.95652174,100,100,95.65217391,10.37735849,10,4.347826087,0,0,4.347826087,0.943396226,0,0,0,0,0,0.943396226,0,4.347826087,0,0,0
61,90.76923077,100,60,0,100,81.25,6.153846154,0,40,0,0,12.5,0,0,0,0,0,0,3.076923077,0,0,0,0,6.25
62,89.38053097,92.30769231,100,0,100,85.71428571,7.96460177,7.692307692,0,0,0,7.142857143,0,0,0,0,0,3.571428571,2.654867257,0,0,0,0,3.571428571
63,91.58878505,100,0,60,0,0,6.542056075,0,0,20,0,0,0.934579439,0,0,0,0,0,0.934579439,0,0,20,0,0
64,96.2962963,75,100,0,100,92.30769231,3.703703704,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692
65,88.73239437,66.66666667,0,100,0,100,9.85915493,33.33333333,0,0,0,0,1.408450704,0,0,0,0,0,0,0,0,0,0,0
66,93.05555556,0,100,100,100,100,4.166666667,0,0,0,0,0,1.388888889,0,0,0,0,0,1.388888889,0,0,0,0,0
67,92.85714286,60,100,100,100,94.73684211,5.357142857,40,0,0,0,5.263157895,0,0,0,0,0,0,1.785714286,0,0,0,0,0
68,96.96969697,100,100,0,0,85.71428571,3.03030303,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0
69,70,0,0,100,0,50,10,0,0,0,0,50,0,0,0,0,0,0,20,0,0,0,0,0
70,66.66666667,0,100,0,100,66.66666667,16.66666667,0,0,0,0,33.33333333,0,0,0,0,0,0,16.66666667,0,0,0,0,0
71,83.33333333,83.33333333,100,100,80,77.77777778,12.5,0,0,0,0,22.22222222,4.166666667,16.66666667,0,0,20,0,0,0,0,0,0,0
72,94.11764706,0,50,0,100,100,5.882352941,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,85.71428571,100,100,100,66.66666667,100,14.28571429,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0
74,80,100,100,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,100,33.33333333,0,0,100,100,0,66.66666667,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,81.81818182,50,0,75,0,0,9.090909091,50,0,25,0,100,0,0,0,0,0,0,9.090909091,0,0,0,0,0
77,80,100,100,100,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
